material_id,material_name,material_name_fr,material_category
254,liquitex on canvas with newspaper clippings,Liquitex sur toile avec coupures de presse,paintings
255,"metallic paint, enamel and glitter on panel","Peinture métallique, émail et paieil sur panneau",paintings
256,"mixed media: collage, oil, tempera on paper","Médias mixtes: collage, huile, tempéra sur papier",paintings
257,oil and goldpaint on canvas laid onto panel,Huile et peinture d'or sur toile posée sur panneau,paintings
258,oil and gouache on canvas laid on cardboard,Huile et gouache sur toile posée sur carton,paintings
259,oil and gouache on paper laid down on board,Huile et gouache sur papier fixé à bord,paintings
260,oil on canvas stretched over a wooden frame,Huile sur toile tendue sur un cadre en bois,paintings
261,"oil, tempera and gouache on heavy cardboard","Huile, tempéra et gouache sur carton épais",paintings
262,pyroxylin varnish on phenolic on fiberboard,Vernis de pyroxyline sur phénolique sur carton,paintings
263,ripolin enamel and oil on composition board,émail de ripoline et huile sur carton de composition,paintings
264,silkscreen in acrylic paint on primed panel,Sériole en peinture acrylique sur panneau primé,paintings
265,acrylic and spray paint with nails on wood,Peinture acrylique et peinture avec clous sur bois,paintings
266,acrylic and stenciled spraypaint on canvas,Peinture acrylique et stencée sur toile,paintings
267,acrylic paint and paint tubes in Plexiglas,Peinture acrylique et tubes de peinture en plexiglas,paintings
268,"acrylic, oil, charcoal and paper on canvas","Acrylique, huile, charbon de bois et papier sur toile",paintings
269,collage of newspaper and varnish on canvas,Collage de journaux et de vernis sur toile,paintings
270,gelatin silver print and oil on fiberboard,Gélatine en argent et huile sur carton,paintings
271,household gloss with butterflies on canvas,Brillant domestique avec papillons sur toile,paintings
272,"lacquer, oil and casein on cardboard panel","Laque, huile et caséine sur panneau en carton",paintings
273,mixed media and collage on canvas on board,Médias mixtes et collage sur toile à bord,paintings
274,mixed media with oil and pigment on canvas,Milieu mixte avec huile et pigment sur toile,paintings
275,oil and crayon on paper laid down to board,Huile et crayon sur papier fixés à bord,paintings
276,oil and gouache on cardboard with grattage,Huile et gouache sur carton avec grattage,paintings
277,oil and gouache on paper laid down on card,Huile et gouache sur papier sur carton,paintings
278,oil and gouache on paper laid on cardboard,Huile et gouache sur papier sur carton,paintings
279,oil and gouache on prepared artist's board,Huile et gouache sur le tableau de l'artiste préparé,paintings
280,oil and plaster on canvas mounted to panel,Huile et plâtre sur toile montés sur panneau,paintings
281,oil on canvas with a painted wooden figure,Huile sur toile avec une figure en bois peint,paintings
282,"oil on canvas, with silk thread and cotton","Huile sur toile, avec fil de soie et coton",paintings
283,"oil, emulsion, shellac and straw on burlap","Huile, émulsion, étaglac et paille sur lambeau",paintings
284,"oil, sand, paper and mixed paper on canvas","Huile, sable, papier et papier mixte sur toile",paintings
285,"paint, sand and ash on photographic papers","Peinture, sable et cendres sur papier photographique",paintings
286,"paint, spray paint on screenprint on paper","Peinture, peinture en aérosol sur papier sur papier",paintings
287,resin oil and egg tempera on on fiberboard,Huile de résine et tempéra d'œuf sur carton,paintings
288,spraypaint with stencil on concrete blocks,Peinture avec pochoir sur blocs de béton,paintings
289,tempera on thin cardboard on on fiberboard,Tempéra sur carton mince sur carton,paintings
290,acrylic on thick paper laid down on board,Acrylique sur papier épais posé à bord,paintings
291,"acrylic polymer, jute and paper on canvas","Polymère acrylique, jute et papier sur toile",paintings
292,"acrylic, airbrush and pencil on cardboard","Acrylique, aérographe et crayon sur carton",paintings
293,"acrylic, gouache and Chinese ink on paper","Acrylique, gouache et encre chinoise sur papier",paintings
294,"acrylic, gouache and wax crayons on paper","Acrylique, gouache et crayons de cire sur papier",paintings
295,"acrylic, watercolor and collage on canvas","Acrylique, aquarelle et collage sur toile",paintings
296,butterflies and household gloss on canvas,Papillons et brillant de la maison sur toile,paintings
297,"collage in paper, net and oil on masonite","Collage dans du papier, du filet et du pétrole sur la masonite",paintings
298,decollage and color screenprint on canvas,Sérigraphie de décollage et couleur sur toile,paintings
299,"dirt, pigment and acrylic resin on canvas","Saleté, pigment et résine acrylique sur toile",paintings
300,household gloss and credit card on canvas,éblitat et carte de crédit sur toile,paintings
301,"incense ash, charcoal and resin on canvas","Cendre d'encens, charbon de bois et résine sur toile",paintings
302,"industrial paint on canvas, laid to panel","Peinture industrielle sur toile, posée sur panneau",paintings
303,iron wire stitched to white painted panel,Fil de fer couché sur panneau peint en blanc,paintings
304,linocut handcolored wih acrylic on canvas,Linocut handcoloris wih acrylique sur toile,paintings
305,mixed media on cloth mounted on cardboard,Supports mixtes sur tissu montés sur carton,paintings
306,mixed media with oil and cement on canvas,Milieu mixte avec huile et ciment sur toile,paintings
307,mixed media: oil and color crayon on wood,Médias mixtes: huile et crayon de couleur sur bois,paintings
308,natural earth pigments on eucalyptus bark,Pigments de terres naturelles sur écorce d'eucalyptus,paintings
309,oil and gouche on paper laid on cardboard,Huile et de papier sur papier sur carton,paintings
310,oil on Belgian linen on composition board,Huile sur linge belge sur carton de composition,paintings
311,oil on canvas stretched over a wood panel,Huile sur toile tendue sur un panneau de bois,paintings
312,oil on canvas with metal and string frame,Huile sur toile avec cadre en métal et en chaîne,paintings
313,oil on jute stretched over a wooden frame,Huile sur jute étirée sur un cadre en bois,paintings
314,oil on masonite affixed to stretcher bars,Huile sur une masonite fixée sur des brancards,paintings
315,oil on oak panel on four uncradled boards,Huile sur panneau de chêne sur quatre planches non-berceaux,paintings
316,oil on paper with collage on painted wood,Huile sur papier avec collage sur bois peint,paintings
317,"oil on paper, enlarged and laid to canvas","Huile sur papier, agrandi et posé sur toile",paintings
318,oil on prepared walnut on uncradled board,Huile sur noyer préparé sur carton non-bertonnier,paintings
319,oil on three pieces of jute on pressboard,Huile sur trois morceaux de jute sur pressboard,paintings
320,oil on wood panel with cardboard elements,Huile sur panneau de bois avec éléments en carton,paintings
321,"oil, chalk, graphite and ink on Ultraphan","Pétrole, craie, graphite et encre sur Ultraphan",paintings
322,"oil, collage and solvent transfer on card","Huile, collage et transfert de solvant sur carte",paintings
323,"oil, gouache and chalk on absorbant paper","Huile, gouache et craie sur papier absorbant",paintings
324,"oil, oil chalk and graphite on photograph","Huile, craie de pétrole et graphite sur photographie",paintings
325,tempera and oil with gold on shaped panel,Trempe et huile avec or sur panneau en forme,paintings
326,watercolor and tempera on brown cardboard,Aquarelle et trempe sur carton brun,paintings
327,acrylic and spraypaint stencil on canvas,Pochoir acrylique et peinture sur toile,paintings
328,acrylic on aluminum mounted to Styrofoam,Acrylique sur aluminium monté sur styromousse,paintings
329,"acrylic, charcoal and graphite on canvas","Acrylique, fusain et graphite sur toile",paintings
330,"acrylic, ink and paper collage on canvas","Collage acrylique, encre et papier sur toile",paintings
331,Day-Glo acrylic and Roll-A-Tex on canvas,Day-Glo acrylique et Roll-A-Tex sur toile,paintings
332,oil and mixed media on board and perspex,Huile et médias mixtes à bord et perspex,paintings
333,oil and pencil on cardboard on hardboard,Huile et crayon sur carton sur carton rigide,paintings
334,oil on cardboard on velvet mount on wood,Huile sur carton sur monture en velours sur bois,paintings
335,"oil, oil pastel, and watercolor on paper","Huile, pastel à l'huile et aquarelle sur papier",paintings
336,"oil, paper collage and varnish on canvas","Huile, collage sur papier et vernis sur toile",paintings
337,"oil, pigment, sand and collage on canvas","Huile, pigment, sable et collage sur toile",paintings
338,"oil, varnish & newspaper print on canvas","Huile, vernis et papier journal sur toile",paintings
339,painted and incised silver leaf on panel,Feuille d'argent peinte et incisée sur panneau,paintings
340,stencil and spray paint on ceramic tiles,Peinture de pochoir et de peinture sur carreaux de céramique,paintings
341,synthetic polymer & silkscreen on canvas,Polymère synthétique & sérieule sur toile,paintings
342,tempera and mixed media on on fiberboard,Le tempéra et les médias mixtes sur le tableau de bord,paintings
343,Tempera with varnish and pencil on paper,Tempera avec vernis et crayon sur papier,paintings
344,acrylic and d?collage on pierced metal,Acrylique et collage sur métal percé,paintings
345,acrylic and photocopy collage on canvas,Collage en acrylique et en photocopie sur toile,paintings
346,acrylic and spray paint stencil on wood,Pochoir à peinture acrylique et pulvérisateur sur bois,paintings
347,acrylic and spraypaint stencil on panel,Pochoir acrylique et peinture sur panneau,paintings
348,acrylic and water based on oil on paper,Acrylique et eau à base d'huile sur papier,paintings
349,acrylic and wire on paper laid to panel,Acrylique et fil sur papier posé sur panneau,paintings
350,"acrylic, gold leaf, steel on wood board","Acrylique, feuille d'or, acier sur carton",paintings
351,"acrylic, pencil and photograph on panel","Acrylique, crayon et photographie sur panneau",paintings
352,collage--oil and printed paper on board,Collage -- huile et papier imprimé à bord,paintings
353,ink and acrylic on paper laid on canvas,Encre et acrylique sur papier sur toile,paintings
