auction_house_name,auction_location,auction_num,auction_start_date,auction_end_date,auction_name,lot_num,sublot_num,price_kind,price_estimate_min,price_estimate_max,price_sold,artist_name,artist_birth,artist_death,artist_nationality,artwork_name,artwork_year_identifier,artwork_start_year,artwork_end_year,artwork_materials,artwork_category,artwork_markings,artwork_edition,artwork_description,artwork_measurements_height,artwork_measurements_width,artwork_measurements_depth,artwork_size_notes,auction_measureunit,artwork_condition_in,artwork_provenance,artwork_exhibited,artwork_literature,artwork_images1,artwork_images2,artwork_images3,artwork_images4,artwork_images5,image1_name,image2_name,image3_name,image4_name,image5_name,lot_origin_url
"Piasa","Paris","562","2022-11-30","","American Design","234","","price realized","2000","3000","0","Daniel Loomis Valenza","1934","","","Box - Unique piece","","","","","","","","<strong><br>Description<br></strong>Daniel Loomis Valenza (born in 1934)  Box - Unique piece  Walnut  Model created in 1964  H 14 × L 38 × W 16,5 cm","16,5 cm","","","16,5 cm","","","","","","https://www.piasa.fr/catalog/images/2040/234_1.jpg","https://www.piasa.fr/catalog/images/2040/234_2.jpg","https://www.piasa.fr/catalog/images/2040/234_3.jpg","","","562__Daniel_Loomis_Valenza__234_a.jpg","562__Daniel_Loomis_Valenza__234_b.jpg","562__Daniel_Loomis_Valenza__234_c.jpg","","","https://www.piasa.fr/en/products/daniel-loomis-valenza-nee-en-1934-boite-piece-unique_6364ed11eb2873.19689388",
"Piasa","Paris","562","2022-11-30","","American Design","235","","price realized","2000","3000","2340","Daniel Loomis Valenza","1934","","","Candleholder - Unique piece","","","","","","","","<strong><br>Description<br></strong>Daniel Loomis Valenza (born in 1934)  Candleholder - Unique piece  Walnut  Model created in 1965  H 12,5 × L 25,5 × W 21,5 cm","21,5 cm","","","21,5 cm","","","","","","https://www.piasa.fr/catalog/images/2040/235_1.jpg","https://www.piasa.fr/catalog/images/2040/235_2.jpg","https://www.piasa.fr/catalog/images/2040/235_3.jpg","","","562__Daniel_Loomis_Valenza__235_a.jpg","562__Daniel_Loomis_Valenza__235_b.jpg","562__Daniel_Loomis_Valenza__235_c.jpg","","","https://www.piasa.fr/en/products/daniel-loomis-valenza-nee-en-1934-bougeoir-piece-unique_6364ed11f15361.84179928",
"Piasa","Paris","562","2022-11-30","","American Design","236","","price realized","5000","7000","0","Cynthia Sargent","1922","2006","","Carpet","","","","","","","","<strong><br>Description<br></strong>Cynthia Sargent (1922-2006)  Carpet  Wool  Edited by Tamacani  Model created in 1995  297 × 81 cm","81 cm","","","81 cm","","","","","","https://www.piasa.fr/catalog/images/2040/236_1.jpg","https://www.piasa.fr/catalog/images/2040/236_2.jpg","","","","562__Cynthia_Sargent__236_a.jpg","562__Cynthia_Sargent__236_b.jpg","","","","https://www.piasa.fr/en/products/cynthia-sargent-1922-2006-tapis_6364ed12034be0.54128952",
"Piasa","Paris","562","2022-11-30","","American Design","237","","price realized","15000","20000","20800","Silas Seandel","1937","","","Set of three coffee tables - Unique piece","","",""," Bronze and steel ","material_category","Two are signed 'Silas Seandel' ","","<strong><br>Description<br></strong>Silas Seandel (born in 1937)  Set of three coffee tables - Unique piece  Bronze and steel  Model created in 1979  Two are signed 'Silas Seandel'  H 40,5 × L 81 × W 68,5 cm (large model)  H 40,5 × L 79 × W 60 cm (small models)","60 cm","","","60 cm","","","","","","https://www.piasa.fr/catalog/images/2040/237_1.jpg","https://www.piasa.fr/catalog/images/2040/237_2.jpg","https://www.piasa.fr/catalog/images/2040/237_3.jpg","","","562__Silas_Seandel__237_a.jpg","562__Silas_Seandel__237_b.jpg","562__Silas_Seandel__237_c.jpg","","","https://www.piasa.fr/en/products/silas-seandel-ne-en-1937-ensemble-de-trois-tables-basses-piece-unique_6364ed120909a9.99099314",
"Piasa","Paris","562","2022-11-30","","American Design","238","","price realized","7000","9000","0","Silas Seandel","1937","","","Coffee table - Unique piece","","",""," Concrete and bronze ","material_category","Signed 'Silas Seandel' ","","<strong><br>Description<br></strong>Silas Seandel (born in 1937)  Coffee table - Unique piece  Concrete and bronze  Signed 'Silas Seandel'  Model created in the 1970s  H 40,5 × L 122 × W 96,5 cm","96,5 cm","","","96,5 cm","","","","","","https://www.piasa.fr/catalog/images/2040/238_1.jpg","https://www.piasa.fr/catalog/images/2040/238_2.jpg","https://www.piasa.fr/catalog/images/2040/238_3.jpg","","","562__Silas_Seandel__238_a.jpg","562__Silas_Seandel__238_b.jpg","562__Silas_Seandel__238_c.jpg","","","https://www.piasa.fr/en/products/silas-seandel-ne-en-1937-table-basse-piece-unique_6364ed120f4d59.32523310",
"Piasa","Paris","562","2022-11-30","","American Design","239","","price realized","6000","8000","7800","Silas Seandel","1937","","","Wall-mounted console - Unique piece","","",""," Chromed brass ","material_category","Signed and dated 'Silas Seandel 72' ","","<strong><br>Description<br></strong>Silas Seandel (born in 1937)  Wall-mounted console - Unique piece  Chromed brass  Model created in 1972  Signed and dated 'Silas Seandel 72'  H 18 × L 122 × W 35,5 cm","35,5 cm","","","35,5 cm","","","","","","https://www.piasa.fr/catalog/images/2040/239_1.jpg","https://www.piasa.fr/catalog/images/2040/239_2.jpg","","","","562__Silas_Seandel__239_a.jpg","562__Silas_Seandel__239_b.jpg","","","","https://www.piasa.fr/en/products/silas-seandel-ne-en-1937-console-suspendue-piece-unique_6364ed121547a6.00592847",
"Piasa","Paris","562","2022-11-30","","American Design","240","","price realized","4000","6000","0","","","","","","","",""," Copper, steel and plywood ","material_category","Hand-signed and dated on a plaque ","","<strong><br>Description<br></strong>Arenson Studios (20th c.)  Pair of side tables - Unique piece  Copper, steel and plywood    43    Hand-signed and dated on a plaque  'Infinity LTD Handmade and Designed by the  Arensons 68'  Model created in 1968  H 56 × L 51 × W 51 cm","51 cm","","","51 cm","","","","","","https://www.piasa.fr/catalog/images/2040/240_1.jpg","https://www.piasa.fr/catalog/images/2040/240_2.jpg","https://www.piasa.fr/catalog/images/2040/240_3.jpg","","","562____240_a.jpg","562____240_b.jpg","562____240_c.jpg","","","https://www.piasa.fr/en/products/arenson-studios-xx-paire-de-tables-dappoint-piece-unique_6364ed121a7603.62657366",
"Piasa","Paris","562","2022-11-30","","American Design","241","","price realized","15000","20000","28600","Vladimir Kagan","1927","2016","","Serpentine","","","","","","","","<strong><br>Description<br></strong>Vladimir Kagan (1927-2016)  Serpentine  Sofa  Walnut, Lucite and fabric  Edited by Directional  Model created in the 1980s  H 85 × L 350,5 × W 178 cm  Bibliography: J. Lovine &amp; T. Merrill,  'Modern Americana: Studio Furniture from  High Craft to High Glam', Ed. Rizzoli, 2008,  similar model p. 121","178 cm","","","178 cm","","","","","","https://www.piasa.fr/catalog/images/2040/241_1.jpg","https://www.piasa.fr/catalog/images/2040/241_2.jpg","","","","562__Vladimir_Kagan__241_a.jpg","562__Vladimir_Kagan__241_b.jpg","","","","https://www.piasa.fr/en/products/vladimir-kagan-1927-2016-serpentine_6364ed12209549.06892000",
"Piasa","Paris","562","2022-11-30","","American Design","242","","price realized","3000","4000","0","Paul Rudolph","1918","1997","","Pair of coffee tables - Special order","","",""," Zebrano and acrylic ","material_category","","","<strong><br>Description<br></strong>Paul Rudolph (1918-1997)  Pair of coffee tables - Special order  Zebrano and acrylic  Model created in 1958  H 25,5 × L 30,5 × W 30,5 cm  Special order for  Mr. Paul Rudolph’s home in Greenwich, Connecticut, USA","30,5 cm","","","30,5 cm","","","","","","https://www.piasa.fr/catalog/images/2040/242_1.jpg","https://www.piasa.fr/catalog/images/2040/242_2.jpg","","","","562__Paul_Rudolph__242_a.jpg","562__Paul_Rudolph__242_b.jpg","","","","https://www.piasa.fr/en/products/paul-rudolph-1918-1997-paire-de-tables-basses-commande-speciale_6364ed12264e74.05230847",
"Piasa","Paris","562","2022-11-30","","American Design","243","","price realized","15000","20000","26000","Vladimir Kagan","1927","2016","","Serpentine","","","","","","","","<strong><br>Description<br></strong>Vladimir Kagan (1927-2016)  Serpentine  Sofa  Walnut, Lucite and fabric  Edited by Directional  Model created in the 1980s  H 85 × L 350,5 × W 178 cm  Bibliography: J. Lovine &amp; T. Merrill,  'Modern Americana: Studio Furniture from  High Craft to High Glam', Ed. Rizzoli, 2008,  similar model p. 121","178 cm","","","178 cm","","","","","","https://www.piasa.fr/catalog/images/2040/243_1.jpg","https://www.piasa.fr/catalog/images/2040/243_2.jpg","","","","562__Vladimir_Kagan__243_a.jpg","562__Vladimir_Kagan__243_b.jpg","","","","https://www.piasa.fr/en/products/vladimir-kagan-1927-2016-serpentine_6364ed122c7fb0.69694458",
"Piasa","Paris","562","2022-11-30","","American Design","244","","price realized","3000","4000","7150","","","","","","","",""," Ceramic, walnut, brass and fabric ","material_category","","","<strong><br>Description<br></strong>Jane & Gordon Martz (20th c.)  Pair of table lamps  Ceramic, walnut, brass and fabric  Edited by Marshall Studios  Model created in the 1960s  H 103 × Ø 40,5 cm","40,5 cm","","","40,5 cm","","","","","","https://www.piasa.fr/catalog/images/2040/244_1.jpg","https://www.piasa.fr/catalog/images/2040/244_2.jpg","","","","562____244_a.jpg","562____244_b.jpg","","","","https://www.piasa.fr/en/products/jane-gordon-martz-xx-paire-de-lampes-de-table_6364ed12320fd2.35626062",
"Piasa","Paris","562","2022-11-30","","American Design","245","","price realized","8000","12000","0","Edward J. Wormley","1907","1995","","","","","","","","","","<strong><br>Description<br></strong>Edward J. Wormley (1907-1995)    44    Pair of armchairs  Painted walnut and fabric  Model created in the 1950s  H 108,5 × L 72,5 × W 79 cm","79 cm","","","79 cm","","","","","","https://www.piasa.fr/catalog/images/2040/245_1.jpg","","","","","562__Edward_J._Wormley__245_a.jpg","","","","","https://www.piasa.fr/en/products/edward-j-wormley-1907-1995-paire-de-fauteuils_6364ed1237d344.88469189",
"Piasa","Paris","562","2022-11-30","","American Design","246","","price realized","4000","6000","0","Edward Wormley","1907","1995","","Pair of mirrors","","","","","","","","<strong><br>Description<br></strong>Edward Wormley (1907-1995)  Pair of mirrors  Walnut and raffia  Edited by Dunbar  Model created in the 1960s  H 94 × L 94 × W 3 cm  Bibliography: L. Pina, 'Dunbar Fine Furniture of  the 1950's', Ed. Schiffer books, Atglen, 2000, p. 154","3 cm","","","3 cm","","","","","","https://www.piasa.fr/catalog/images/2040/246_1.jpg","https://www.piasa.fr/catalog/images/2040/246_2.jpg","","","","562__Edward_Wormley__246_a.jpg","562__Edward_Wormley__246_b.jpg","","","","https://www.piasa.fr/en/products/edward-wormley-1907-1995-paire-de-miroirs_6364ed123ca6c0.16429707",
"Piasa","Paris","562","2022-11-30","","American Design","247","","price realized","5000","7000","6500","Paul McCobb","1917","1969","","Pair of lounge chairs","","","","","","","","<strong><br>Description<br></strong>Paul McCobb (1917-1969)  Pair of lounge chairs  Walnut and fabric  Model created in 1955  H 87,5 × L 63,5 × W 77,5 cm","77,5 cm","","","77,5 cm","","","","","","https://www.piasa.fr/catalog/images/2040/247_1.jpg","https://www.piasa.fr/catalog/images/2040/247_2.jpg","https://www.piasa.fr/catalog/images/2040/247_3.jpg","","","562__Paul_McCobb__247_a.jpg","562__Paul_McCobb__247_b.jpg","562__Paul_McCobb__247_c.jpg","","","https://www.piasa.fr/en/products/paul-mccobb-1917-1969-paire-de-chauffeuses_6364ed12422572.79280490",
"Piasa","Paris","562","2022-11-30","","American Design","248","","price realized","10000","15000","16900","Paul Frankl","1886","1958","","Model","","5005","","","","","","<strong><br>Description<br></strong>Paul Frankl (1886-1958)  Model 5005  Coffee table  Edited by Johnson Furniture Company  Cork and walnut  Model created circa 1950  H 37 × L 122 × W 91,5 cm","91,5 cm","","","91,5 cm","","","","","","https://www.piasa.fr/catalog/images/2040/248_1.jpg","https://www.piasa.fr/catalog/images/2040/248_2.jpg","https://www.piasa.fr/catalog/images/2040/248_3.jpg","https://www.piasa.fr/catalog/images/2040/248_4.jpg","","562__Paul_Frankl__248_a.jpg","562__Paul_Frankl__248_b.jpg","562__Paul_Frankl__248_c.jpg","562__Paul_Frankl__248_d.jpg","","https://www.piasa.fr/en/products/paul-frankl-1886-1958-modele-5005_6364ed1248a0c2.16984600",
"Piasa","Paris","562","2022-11-30","","American Design","249","","price realized","3000","4000","3900","","","","","","","",""," Walnut and stratified wood ","material_category","","","<strong><br>Description<br></strong>Dale Meier (20th c.)  Side table  Walnut and stratified wood  Model created in 1970  H 46 × L 40,5 × W 22 cm","22 cm","","","22 cm","","","","","","https://www.piasa.fr/catalog/images/2040/249_1.jpg","https://www.piasa.fr/catalog/images/2040/249_2.jpg","","","","562____249_a.jpg","562____249_b.jpg","","","","https://www.piasa.fr/en/products/dale-meier-xx-table-dappoint_6364ed124fd363.70484885",
"Piasa","Paris","562","2022-11-30","","American Design","250","","price realized","10000","15000","0","ƒ Vladimir Kagan","1927","2016","","Pair of armchairs","","","","","","","","<strong><br>Description<br></strong>ƒ Vladimir Kagan (1927-2016)  Pair of armchairs  Walnut and fabric  Model created circa 1959  H 98,5 × L 64 × W 67 cm  Bibliography: J. Lovine & T. Merrill,  'Modern Americana: Studio Furniture from  High Craft to High Glam', Ed. Rizzoli, 2008,  similar model p. 117","67 cm","","","67 cm","","","","","","https://www.piasa.fr/catalog/images/2040/250_1.jpg","","","","","562__f_Vladimir_Kagan__250_a.jpg","","","","","https://www.piasa.fr/en/products/f-vladimir-kagan-1927-2016-paire-de-fauteuils_6364ed1255ab29.07647907",
"Piasa","Paris","562","2022-11-30","","American Design","251","","price realized","2000","3000","3900","","","","","","","","","","","Signed 'P. Tennant' ","","<strong><br>Description<br></strong>Phillip Tennant (20th c.)  Box - Unique piece  Walnut  Signed 'P. Tennant'  Model created in the 1960s  H 24 × L 37 × W 25,5 cm","25,5 cm","","","25,5 cm","","","","","","https://www.piasa.fr/catalog/images/2040/251_1.jpg","https://www.piasa.fr/catalog/images/2040/251_2.jpg","https://www.piasa.fr/catalog/images/2040/251_3.jpg","","","562____251_a.jpg","562____251_b.jpg","562____251_c.jpg","","","https://www.piasa.fr/en/products/phillip-tennant-xx-boite-piece-unique_6364ed125a9fa6.49292726",
"Piasa","Paris","562","2022-11-30","","American Design","252","","price realized","3000","4000","0","","","","","","","",""," Ceramic, brass, walnut and fabric ","material_category","Signed 'Martz' ","","<strong><br>Description<br></strong>Jane & Gordon Martz (20th c.)  Pair of table lamps  Ceramic, brass, walnut and fabric  Edited by Marshall Studios  Signed 'Martz'  Model created in the 1960s  H 86 × Ø 38 cm","38 cm","","","38 cm","","","","","","https://www.piasa.fr/catalog/images/2040/252_1.jpg","","","","","562____252_a.jpg","","","","","https://www.piasa.fr/en/products/jane-gordon-martz-xx-paire-de-lampes-de-table_6364ed126111c5.17349075",
"Piasa","Paris","562","2022-11-30","","American Design","253","","price realized","3000","4000","19500","","","","","","","",""," Ceramic, walnut, brass and fabric ","material_category","","","<strong><br>Description<br></strong>Jane & Gordon Martz (20th c.)  Pair of table lamps  Ceramic, walnut, brass and fabric  Edited by Marshall Studios  Model created in the 1960s  H 61 × Ø 43 cm","43 cm","","","43 cm","","","","","","https://www.piasa.fr/catalog/images/2040/253_1.jpg","https://www.piasa.fr/catalog/images/2040/253_2.jpg","","","","562____253_a.jpg","562____253_b.jpg","","","","https://www.piasa.fr/en/products/jane-gordon-martz-xx-paire-de-lampes-de-table_6364ed126671f6.07384082",
"Piasa","Paris","562","2022-11-30","","American Design","254","","price realized","5000","7000","11050","Paul Frankl","1886","1958","","Model","","5021",""," Painted wood and cork ","material_category","","","<strong><br>Description<br></strong>Paul Frankl (1886-1958)  Model 5021  Coffee table  Painted wood and cork  Edited by Johnson Furniture Co.  'Russell' inscribed beneath the tabletop  Model created circa 1940  H 36 × Ø 120 cm","120 cm","","","120 cm","","","","","","https://www.piasa.fr/catalog/images/2040/254_1.jpg","","","","","562__Paul_Frankl__254_a.jpg","","","","","https://www.piasa.fr/en/products/paul-frankl-1886-1958-modele-5021_6364ed126cb290.14787684",
"Piasa","Paris","562","2022-11-30","","American Design","255","","price realized","3000","4000","5850","","","","","","","",""," Ceramic, brass and fabric ","material_category","","","<strong><br>Description<br></strong>Heifetz Lighting (20th c.)  Table lamp  Ceramic, brass and fabric  Model created in the 1950s  H 73,5 × Ø 43 cm","43 cm","","","43 cm","","","","","","https://www.piasa.fr/catalog/images/2040/255_1.jpg","https://www.piasa.fr/catalog/images/2040/255_2.jpg","","","","562____255_a.jpg","562____255_b.jpg","","","","https://www.piasa.fr/en/products/heifetz-lighting-xx-lampe-de-table_6364ed1271dee7.88378283",
"Piasa","Paris","562","2022-11-30","","American Design","256","","price realized","6000","9000","0","Vladimir Kagan","1927","2016","","Model Cloud","","",""," Fabric and wood ","material_category","","","<strong><br>Description<br></strong>Vladimir Kagan (1927-2016)  Model Cloud  Sofa  Fabric and wood  Model created in the 1970s  H 85 × L 233 × W 101 cm","101 cm","","","101 cm","","","","","","https://www.piasa.fr/catalog/images/2040/256_1.jpg","","","","","562__Vladimir_Kagan__256_a.jpg","","","","","https://www.piasa.fr/en/products/vladimir-kagan-1927-2016-modele-cloud_6364ed12776a29.92341748",
"Piasa","Paris","562","2022-11-30","","American Design","257","","price realized","3000","4000","0","","","","","","","",""," Walnut and marble ","material_category","","","<strong><br>Description<br></strong>Brown Saltman (20th c.)  Pair of side tables  Walnut and marble  Model created in the 1950's  H 39,5 × L 46 × W 46 cm","46 cm","","","46 cm","","","","","","https://www.piasa.fr/catalog/images/2040/257_1.jpg","https://www.piasa.fr/catalog/images/2040/257_2.jpg","https://www.piasa.fr/catalog/images/2040/257_3.jpg","","","562____257_a.jpg","562____257_b.jpg","562____257_c.jpg","","","https://www.piasa.fr/en/products/brown-saltman-xx-paire-de-tables-dappoint_6364ed127c29f9.45344521",
"Piasa","Paris","562","2022-11-30","","American Design","258","","price realized","7000","9000","8450","Edward J. Wormley","1907","1995","","Janus","","","","","","","","<strong><br>Description<br></strong>Edward J. Wormley (1907-1995)  Janus  Sofa  Tinted walnut and fabric  Edited by Dunbar  Model created circa 1965  H 77,5 × L 205 × W 112 cm","112 cm","","","112 cm","","","","","","https://www.piasa.fr/catalog/images/2040/258_1.jpg","","","","","562__Edward_J._Wormley__258_a.jpg","","","","","https://www.piasa.fr/en/products/edward-j-wormley-1907-1995-janus_6364ed1282d442.32597602",
"Piasa","Paris","562","2022-11-30","","American Design","259","","price realized","4000","6000","27950","Stan Bitters","1936","","","Coffee table - Unique piece","","","","","","","","<strong><br>Description<br></strong>Stan Bitters (born in 1936)  Coffee table - Unique piece  Glazed ceramic  Model created in the 1960s  H 51 × Ø 65 cm","65 cm","","","65 cm","","","","","","https://www.piasa.fr/catalog/images/2040/259_1.jpg","https://www.piasa.fr/catalog/images/2040/259_2.jpg","https://www.piasa.fr/catalog/images/2040/259_3.jpg","","","562__Stan_Bitters__259_a.jpg","562__Stan_Bitters__259_b.jpg","562__Stan_Bitters__259_c.jpg","","","https://www.piasa.fr/en/products/stan-bitters-ne-en-1936-table-basse-piece-unique_6364ed1287a686.70985685",
"Piasa","Paris","562","2022-11-30","","American Design","260","","price realized","4000","6000","7800","Stan Bitters","1936","","","Pair of stools - Unique pieces","","","","","","","","<strong><br>Description<br></strong>Stan Bitters (born in 1936)  Pair of stools - Unique pieces  Glazed ceramic  Model created in the 1960s  H 30,5 × Ø 33,5 cm  H 25 × Ø 31,5 cm","31,5 cm","","","31,5 cm","","","","","","https://www.piasa.fr/catalog/images/2040/260_1.jpg","https://www.piasa.fr/catalog/images/2040/260_2.jpg","https://www.piasa.fr/catalog/images/2040/260_3.jpg","","","562__Stan_Bitters__260_a.jpg","562__Stan_Bitters__260_b.jpg","562__Stan_Bitters__260_c.jpg","","","https://www.piasa.fr/en/products/stan-bitters-ne-en-1936-paire-de-tabourets-pieces-uniques_6364ed128e3457.03801110",
"Piasa","Paris","562","2022-11-30","","American Design","261","","price realized","15000","20000","6500","Stan Bitters","1936","","","Pair of stools - Unique pieces","","","","","","","","<strong><br>Description<br></strong>Stan Bitters (born in 1936)  Pair of stools - Unique pieces  Glazed ceramic  Model created in the 1960's  H 27 × Ø 30 cm  H 28 × Ø 30,5 cm","30,5 cm","","","30,5 cm","","","","","","https://www.piasa.fr/catalog/images/2040/261_1.jpg","https://www.piasa.fr/catalog/images/2040/261_2.jpg","","","","562__Stan_Bitters__261_a.jpg","562__Stan_Bitters__261_b.jpg","","","","https://www.piasa.fr/en/products/stan-bitters-ne-en-1936-paire-de-tabourets-pieces-uniques_6364ed12949932.15473512",
"Piasa","Paris","562","2022-11-30","","American Design","262","","price realized","4000","6000","0","","","","","","","",""," Iron and leather ","material_category","","","<strong><br>Description<br></strong>Swift and Monell (20th c.)  Set of three stools  Iron and leather  Model created in 1952  H 48 × Ø 40,5 cm  H 47 × Ø 39 cm  H 32 × Ø 40,5 cm","40,5 cm","","","40,5 cm","","","","","","https://www.piasa.fr/catalog/images/2040/262_1.jpg","https://www.piasa.fr/catalog/images/2040/262_2.jpg","","","","562____262_a.jpg","562____262_b.jpg","","","","https://www.piasa.fr/en/products/swift-and-monell-xx-ensemble-de-trois-tabourets_6364ed129a3104.45705663",
"Piasa","Paris","562","2022-11-30","","American Design","263","","price realized","6000","9000","0","Ward Bennett","1917","2003","","Pair of lounge chairs","","",""," Steel and caning ","material_category","","","<strong><br>Description<br></strong>Ward Bennett (1917-2003)  Pair of lounge chairs    47    Steel and caning  Edited by Brickell  Model created in the 1960s  H 77,5 × L 69 × W 73,5 cm","73,5 cm","","","73,5 cm","","","","","","https://www.piasa.fr/catalog/images/2040/263_1.jpg","https://www.piasa.fr/catalog/images/2040/263_2.jpg","https://www.piasa.fr/catalog/images/2040/263_3.jpg","","","562__Ward_Bennett__263_a.jpg","562__Ward_Bennett__263_b.jpg","562__Ward_Bennett__263_c.jpg","","","https://www.piasa.fr/en/products/ward-bennett-1917-2003-paire-de-chauffeuses_6364ed129fa9b3.66909596",
"Piasa","Paris","562","2022-11-30","","American Design","264","","price realized","3000","4000","0","Bertha Schaefer","1895","1971","","Bench","","","","","","","","<strong><br>Description<br></strong>Bertha Schaefer (1895-1971)  Bench  Walnut and travertine  Edited by Singer and Sons  Model created in 1955  H 38 × L 152,5 × W 43 cm","43 cm","","","43 cm","","","","","","https://www.piasa.fr/catalog/images/2040/264_1.jpg","https://www.piasa.fr/catalog/images/2040/264_2.jpg","","","","562__Bertha_Schaefer__264_a.jpg","562__Bertha_Schaefer__264_b.jpg","","","","https://www.piasa.fr/en/products/bertha-schaefer-1895-1971-banc_6364ed12a5e0b1.81479293",
"Piasa","Paris","562","2022-11-30","","American Design","265","","price realized","2000","3000","4550","","","","","","","",""," Walnut and linen ","material_category","","","<strong><br>Description<br></strong>American Studio Craft (20th c.)  Table lamp  Walnut and linen  Model created in the 1960's  H 98,5 × Ø 38 cm","38 cm","","","38 cm","","","","","","https://www.piasa.fr/catalog/images/2040/265_1.jpg","","","","","562____265_a.jpg","","","","","https://www.piasa.fr/en/products/american-studio-craft-xx-lampe-de-table_6364ed12ab3e91.90658898",
"Piasa","Paris","562","2022-11-30","","American Design","267","","price realized","5000","7000","0","Bertha Schaefer","1895","1971","","Desk","","","","","","","","<strong><br>Description<br></strong>Bertha Schaefer (1895-1971)  Desk  Walnut  Edited by Singer and Sons  Model created in 1955  H 98,5 × L 142 × W 71 cm","71 cm","","","71 cm","","","","","","https://www.piasa.fr/catalog/images/2040/267_1.jpg","https://www.piasa.fr/catalog/images/2040/267_2.jpg","https://www.piasa.fr/catalog/images/2040/267_3.jpg","","","562__Bertha_Schaefer__267_a.jpg","562__Bertha_Schaefer__267_b.jpg","562__Bertha_Schaefer__267_c.jpg","","","https://www.piasa.fr/en/products/bertha-schaefer-1895-1971-bureau_6364ed12b51588.54407816",
"Piasa","Paris","562","2022-11-30","","American Design","268","","price realized","1500","2000","1950","Isamu Noguchi","1988","","","Akari series - Model ","","",""," Washi paper, bamboo and metal ","material_category","and signed 'I. Noguchi' ","","<strong><br>Description<br></strong>Isamu Noguchi (1904-1988)  Akari series - Model 5X  Table lamp  Washi paper, bamboo and metal  Edited by Ozeki &amp; Co  ‘Sun and Moon’ ideogram  and signed 'I. Noguchi'  Model created in 1976  H 40 × L 31 × W 31 cm","31 cm","","","31 cm","","","","","","https://www.piasa.fr/catalog/images/2040/268_1.jpg","","","","","562__Isamu_Noguchi__268_a.jpg","","","","","https://www.piasa.fr/en/products/isamu-noguchi-1904-1988-serie-akari-modele-5x_6364ed12bb4656.78555960",
"Piasa","Paris","562","2022-11-30","","American Design","269","","price realized","3000","4000","0","","","","","","","",""," Walnut and steel ","material_category","","","<strong><br>Description<br></strong>Doug Ayers (20th c.)  Sculpture - Unique piece  Walnut and steel  Model created in the 1960s  H 86 × L 26,5 × W 18 cm","18 cm","","","18 cm","","","","","","https://www.piasa.fr/catalog/images/2040/269_1.jpg","https://www.piasa.fr/catalog/images/2040/269_2.jpg","https://www.piasa.fr/catalog/images/2040/269_3.jpg","","","562____269_a.jpg","562____269_b.jpg","562____269_c.jpg","","","https://www.piasa.fr/en/products/doug-ayers-xx-sculpture-piece-unique_6364ed12c015f5.16441185",
"Piasa","Paris","562","2022-11-30","","American Design","270","","price realized","4000","6000","0","","","","","","","","","","","Signed and dated 'Made by V Oyama Feb 9, ","","<strong><br>Description<br></strong>American Studio Craft (20th c.)  Coffee table - Unique piece  Walnut  Model created in 1974  Signed and dated 'Made by V Oyama Feb 9,  1974 La Palma'  H 38 × L 193 × W 101,5 cm","101,5 cm","","","101,5 cm","","","","","","https://www.piasa.fr/catalog/images/2040/270_1.jpg","https://www.piasa.fr/catalog/images/2040/270_2.jpg","https://www.piasa.fr/catalog/images/2040/270_3.jpg","","","562____270_a.jpg","562____270_b.jpg","562____270_c.jpg","","","https://www.piasa.fr/en/products/american-studio-craft-xx-table-basse-piece-unique_6364ed12c6a643.19162109",
"Piasa","Paris","562","2022-11-30","","American Design","271","","price realized","2500","3500","0","Isamu Noguchi","1988","","","Akari series - Model ","","",""," Washi paper, bamboo and lacquered metal ","material_category","","","<strong><br>Description<br></strong>Isamu Noguchi (1904-1988)  Akari series - Model 32N  Suspension  Washi paper, bamboo and lacquered metal  Edited by Ozeki & Co  ‘Sun and Moon’ ideogram  Model created in 1969  H 165 × Ø 44 cm","44 cm","","","44 cm","","","","","","https://www.piasa.fr/catalog/images/2040/271_1.jpg","","","","","562__Isamu_Noguchi__271_a.jpg","","","","","https://www.piasa.fr/en/products/isamu-noguchi-1904-1988-serie-akari-modele-32n_6364ed12cd0d54.80870802",
"Piasa","Paris","562","2022-11-30","","American Design","272","","price realized","1200","1800","0","Harry Bertoia","1978","","","Monoprint ","","",""," Ink on rice paper ","material_category","Signed 'HB' ","","<strong><br>Description<br></strong>Harry Bertoia (1915-1978)  Monoprint 2  Print  Ink on rice paper  Model created circa 1960  Signed 'HB'  H 49 × L 118 cm (with frame)  H 30 × L 98 cm (without frame)","98 cm","","","98 cm","","","","","","https://www.piasa.fr/catalog/images/2040/272_1.jpg","","","","","562__Harry_Bertoia__272_a.jpg","","","","","https://www.piasa.fr/en/products/harry-bertoia-1915-1978-monoprint-2_6364ed12d257c6.68169183",
"Piasa","Paris","562","2022-11-30","","American Design","273","","price realized","8000","12000","10400","Harvey Probber","1922","2003","","Double chest of drawers","","","","","","'Furniture designed by ","","<strong><br>Description<br></strong>Harvey Probber (1922-2003)  Double chest of drawers  Mahogany and caning  'Furniture designed by  Harvey Probber' label in one drawer  Model created circa 1950  H 81,5 × L 181,5 × W 45,5 cm","45,5 cm","","","45,5 cm","","","","","","https://www.piasa.fr/catalog/images/2040/273_1.jpg","","","","","562__Harvey_Probber__273_a.jpg","","","","","https://www.piasa.fr/en/products/harvey-probber-1922-2003-commode-double_6364ed12d77b44.24989752",
